,transaction_id,client_id,transaction_amount,transaction_date,counterparty_id,counterparty_country,credit_debit,transaction_type
13898,T13899,C0662,2122.86,2024-07-21T00:00:00,CP37463,Austria,debit,cash
13899,T13900,C0790,3353.43,2024-02-06T00:00:00,CP78815,Denmark,credit,cash
13900,T13901,C0709,976.44,2024-08-20T00:00:00,CP12118,Finland,credit,online payment
13901,T13902,C0668,137.91,2024-10-02T00:00:00,CP74872,Italy,debit,internal transfer
13902,T13903,C0548,5612.85,2024-04-17T00:00:00,CP55850,Sweden,credit,wire
13903,T13904,C0021,2295.06,2024-06-03T00:00:00,CP48689,Switzerland,credit,online payment
13904,T13905,C0371,1932.01,2024-02-25T00:00:00,CP81726,Switzerland,credit,cash
13905,T13906,C0110,502.95,2024-02-18T00:00:00,CP29480,Germany,debit,wire
13906,T13907,C0368,691.48,2024-08-14T00:00:00,CP10466,Netherlands,credit,cash
13907,T13908,C0982,5339.87,2024-10-24T00:00:00,CP75487,Germany,credit,wire
13908,T13909,C0198,591.19,2024-02-22T00:00:00,CP40928,Belgium,debit,online payment
13909,T13910,C0367,2107.02,2024-01-11T00:00:00,CP54829,Italy,debit,cash
13910,T13911,C0285,2358.45,2024-08-18T00:00:00,CP63971,Kenya,credit,wire
13911,T13912,C0261,2782.31,2024-09-04T00:00:00,CP24361,France,credit,wire
13912,T13913,C0666,1626.39,2024-12-15T00:00:00,CP60408,Netherlands,credit,online payment
13913,T13914,C0709,278.28,2024-10-27T00:00:00,CP45391,Finland,debit,wire
13914,T13915,C0197,1052.0,2024-12-19T00:00:00,CP24502,Belgium,credit,wire
13915,T13916,C0195,184.56,2024-06-19T00:00:00,CP40658,Austria,debit,cash
13916,T13917,C0772,1912.39,2024-10-10T00:00:00,CP95204,Finland,credit,online payment
13917,T13918,C0009,3016.49,2024-03-09T00:00:00,CP12954,Haiti,credit,online payment
13918,T13919,C0839,3510.85,2024-09-29T00:00:00,CP42794,Germany,debit,cash
13919,T13920,C0747,4311.7,2024-12-07T00:00:00,CP77899,Spain,credit,internal transfer
13920,T13921,C0284,798.74,2024-06-03T00:00:00,CP17100,Austria,debit,cash
13921,T13922,C0182,283.5,2024-08-15T00:00:00,CP73368,Italy,credit,cash
13922,T13923,C0388,2316.26,2024-03-07T00:00:00,CP22556,Germany,debit,internal transfer
13923,T13924,C0568,8212.14,2024-08-04T00:00:00,CP66856,Spain,debit,wire
13924,T13925,C0896,1326.79,2024-06-20T00:00:00,CP33178,France,credit,online payment
13925,T13926,C0460,1786.26,2024-05-25T00:00:00,CP43349,Austria,debit,online payment
13926,T13927,C0924,632.17,2024-03-03T00:00:00,CP87168,Netherlands,credit,internal transfer
13927,T13928,C0040,1040.35,2024-09-07T00:00:00,CP48945,France,debit,online payment
13928,T13929,C0657,310.36,2024-01-04T00:00:00,CP82964,Switzerland,debit,internal transfer
13929,T13930,C0197,29.98,2024-04-16T00:00:00,CP46265,Germany,debit,wire
13930,T13931,C0303,446.04,2024-09-07T00:00:00,CP23479,Spain,credit,internal transfer
13931,T13932,C0020,2297.03,2024-09-22T00:00:00,CP43580,France,debit,online payment
13932,T13933,C0172,805.99,2024-06-26T00:00:00,CP45333,Switzerland,debit,online payment
13933,T13934,C0190,3334.74,2024-08-23T00:00:00,CP41234,Sweden,debit,internal transfer
13934,T13935,C0346,473.35,2024-05-12T00:00:00,CP84123,Germany,credit,online payment
13935,T13936,C0874,1218.56,2024-06-08T00:00:00,CP78363,Haiti,credit,internal transfer
13936,T13937,C0430,1468.78,2024-09-17T00:00:00,CP95288,Austria,debit,online payment
13937,T13938,C0666,2762.18,2024-04-09T00:00:00,CP31740,Lao People's Democratic Republic,debit,cash
13938,T13939,C0166,4562.17,2024-04-23T00:00:00,CP54124,France,credit,wire
13939,T13940,C0027,407.28,2024-04-03T00:00:00,CP68626,Italy,debit,online payment
13940,T13941,C0957,1180.98,2024-11-29T00:00:00,CP61844,France,debit,online payment
13941,T13942,C0656,1730.79,2024-04-08T00:00:00,CP40153,Switzerland,debit,online payment
13942,T13943,C0531,588.2,2024-02-26T00:00:00,CP38799,Germany,debit,internal transfer
13943,T13944,C0951,1295.62,2024-01-05T00:00:00,CP54498,Norway,debit,online payment
13944,T13945,C0541,4269.67,2024-12-17T00:00:00,CP74365,Austria,debit,internal transfer
13945,T13946,C0746,815.84,2024-03-24T00:00:00,CP33910,Germany,credit,online payment
13946,T13947,C0808,172.22,2024-12-15T00:00:00,CP92129,Finland,debit,cash
13947,T13948,C0684,349.08,2024-01-24T00:00:00,CP14397,Switzerland,debit,cash
13948,T13949,C0752,728.8,2024-11-20T00:00:00,CP29700,Spain,credit,wire
13949,T13950,C0220,2167.82,2024-05-23T00:00:00,CP27414,Austria,credit,internal transfer
13950,T13951,C0989,5298.3,2024-01-25T00:00:00,CP34607,Spain,credit,wire
13951,T13952,C0232,2265.76,2024-10-06T00:00:00,CP72727,Germany,credit,online payment
13952,T13953,C0656,473.51,2024-06-03T00:00:00,CP58881,Finland,debit,online payment
13953,T13954,C0942,2923.45,2024-04-17T00:00:00,CP57043,Bulgaria,credit,cash
13954,T13955,C0856,66.87,2024-01-28T00:00:00,CP26419,Finland,debit,wire
13955,T13956,C0100,753.38,2024-07-29T00:00:00,CP41442,Italy,credit,online payment
13956,T13957,C0557,441.96,2024-07-12T00:00:00,CP64460,Finland,credit,online payment
13957,T13958,C0580,656.52,2024-04-06T00:00:00,CP63359,Austria,credit,internal transfer
13958,T13959,C0893,827.48,2024-07-11T00:00:00,CP91633,Finland,debit,online payment
13959,T13960,C0943,725.38,2024-02-06T00:00:00,CP89397,Netherlands,credit,wire
13960,T13961,C0591,1306.44,2024-12-21T00:00:00,CP52085,Sweden,credit,cash
13961,T13962,C0873,2366.89,2024-04-22T00:00:00,CP94315,Norway,credit,cash
13962,T13963,C0918,740.92,2024-06-10T00:00:00,CP52040,Netherlands,debit,online payment
13963,T13964,C0254,2383.16,2024-11-01T00:00:00,CP61101,Austria,debit,online payment
13964,T13965,C0510,1375.62,2024-09-08T00:00:00,CP51320,Netherlands,credit,online payment
13965,T13966,C0596,746.81,2024-03-20T00:00:00,CP80991,Italy,debit,internal transfer
13966,T13967,C0215,185.86,2024-11-27T00:00:00,CP81254,France,credit,online payment
13967,T13968,C0538,2142.04,2024-02-25T00:00:00,CP62109,Austria,debit,online payment
13968,T13969,C0974,1085.26,2024-04-27T00:00:00,CP41963,Italy,credit,internal transfer
13969,T13970,C0834,711.68,2024-09-19T00:00:00,CP14546,Belgium,debit,wire
13970,T13971,C0618,170.49,2024-06-22T00:00:00,CP44025,Belgium,credit,internal transfer
13971,T13972,C0750,238.49,2024-09-18T00:00:00,CP32575,Norway,debit,cash
13972,T13973,C0303,1860.73,2024-08-25T00:00:00,CP69808,Austria,debit,internal transfer
13973,T13974,C0006,2822.6,2024-12-12T00:00:00,CP43967,Italy,credit,internal transfer
13974,T13975,C0683,1706.02,2024-02-06T00:00:00,CP98418,Germany,credit,wire
13975,T13976,C0955,2250.67,2024-01-17T00:00:00,CP66180,Netherlands,debit,wire
13976,T13977,C0381,2060.03,2024-09-09T00:00:00,CP62001,Finland,credit,online payment
13977,T13978,C0362,201.04,2024-04-02T00:00:00,CP65583,Denmark,credit,internal transfer
13978,T13979,C0495,2305.77,2024-11-28T00:00:00,CP45849,Denmark,credit,wire
13979,T13980,C1000,1818.43,2024-01-09T00:00:00,CP70034,Italy,credit,cash
13980,T13981,C0366,3253.24,2024-06-27T00:00:00,CP23285,Norway,debit,online payment
13981,T13982,C0206,1441.04,2024-05-13T00:00:00,CP57932,Norway,credit,internal transfer
13982,T13983,C0424,358.89,2024-10-16T00:00:00,CP38333,Norway,debit,cash
13983,T13984,C0227,719.01,2024-11-03T00:00:00,CP52625,Sweden,debit,wire
13984,T13985,C0433,3739.09,2024-02-25T00:00:00,CP53864,Netherlands,credit,online payment
13985,T13986,C0710,1518.11,2024-03-20T00:00:00,CP38004,Spain,credit,cash
13986,T13987,C0867,108.31,2024-06-02T00:00:00,CP73824,Norway,debit,internal transfer
13987,T13988,C0411,74.05,2024-10-17T00:00:00,CP65955,France,credit,cash
13988,T13989,C0459,1049.46,2024-07-05T00:00:00,CP97817,Denmark,credit,online payment
13989,T13990,C0782,1133.89,2024-03-26T00:00:00,CP45803,Sweden,debit,internal transfer
13990,T13991,C0579,4938.5,2024-12-15T00:00:00,CP38637,Italy,debit,internal transfer
13991,T13992,C0236,2971.83,2024-06-01T00:00:00,CP43848,Austria,debit,cash
13992,T13993,C0100,748.69,2024-09-05T00:00:00,CP86022,Belgium,credit,online payment
13993,T13994,C0864,970.51,2024-04-14T00:00:00,CP76748,Switzerland,credit,internal transfer
13994,T13995,C0602,324.4,2024-12-10T00:00:00,CP31627,Norway,debit,online payment
13995,T13996,C0869,1909.69,2024-05-26T00:00:00,CP94228,Germany,debit,wire
13996,T13997,C0610,506.5,2024-08-30T00:00:00,CP37944,Italy,credit,cash
13997,T13998,C0772,827.51,2024-11-29T00:00:00,CP96223,Belgium,credit,online payment
13998,T13999,C0164,1899.3,2024-09-22T00:00:00,CP39450,Norway,credit,wire
13999,T14000,C0087,2858.77,2024-02-11T00:00:00,CP61221,Belgium,debit,wire
14000,T14001,C0705,2153.53,2024-08-03T00:00:00,CP68678,Spain,credit,online payment
14001,T14002,C0707,612.85,2024-05-14T00:00:00,CP68722,Sweden,credit,online payment
14002,T14003,C0537,8669.55,2024-09-26T00:00:00,CP69034,Switzerland,debit,cash
14003,T14004,C0205,281.18,2024-08-22T00:00:00,CP18298,Venezuela,credit,cash
14004,T14005,C0545,181.29,2024-02-19T00:00:00,CP62943,South Africa,debit,internal transfer
14005,T14006,C0632,584.07,2024-02-28T00:00:00,CP96922,France,credit,cash
14006,T14007,C0562,8421.79,2024-07-20T00:00:00,CP89013,Norway,debit,online payment
14007,T14008,C0511,5696.99,2024-12-08T00:00:00,CP20762,Norway,debit,internal transfer
14008,T14009,C0517,2510.15,2024-08-27T00:00:00,CP99983,Italy,debit,wire
14009,T14010,C0059,2500.07,2024-06-24T00:00:00,CP39921,Italy,credit,wire
14010,T14011,C0738,1694.87,2024-12-10T00:00:00,CP70594,Sweden,credit,online payment
14011,T14012,C0275,6088.1,2024-01-11T00:00:00,CP55972,Norway,credit,internal transfer
14012,T14013,C0770,634.54,2024-10-22T00:00:00,CP18465,Austria,credit,internal transfer
14013,T14014,C0597,3280.01,2024-10-26T00:00:00,CP86423,Denmark,debit,cash
14014,T14015,C0307,2530.22,2024-12-23T00:00:00,CP88849,Venezuela,credit,wire
14015,T14016,C0548,2004.14,2024-12-02T00:00:00,CP25910,Netherlands,credit,wire
14016,T14017,C0867,260.57,2024-09-03T00:00:00,CP47834,Spain,debit,cash
14017,T14018,C0173,990.15,2024-06-08T00:00:00,CP27175,Netherlands,debit,wire
14018,T14019,C0146,4488.68,2024-06-07T00:00:00,CP13728,Switzerland,debit,cash
14019,T14020,C0304,885.94,2024-03-26T00:00:00,CP31815,Netherlands,debit,wire
14020,T14021,C0537,2276.99,2024-09-13T00:00:00,CP84148,Germany,credit,wire
14021,T14022,C0659,3003.56,2024-04-21T00:00:00,CP95163,Spain,debit,wire
14022,T14023,C0472,60.82,2024-02-29T00:00:00,CP16482,Austria,credit,cash
14023,T14024,C0762,538.11,2024-08-19T00:00:00,CP99586,Austria,credit,wire
14024,T14025,C0283,506.64,2024-02-14T00:00:00,CP82950,Sweden,debit,wire
14025,T14026,C0581,7920.03,2024-01-19T00:00:00,CP13877,Finland,debit,internal transfer
14026,T14027,C0319,2076.82,2024-10-25T00:00:00,CP33518,Finland,debit,wire
14027,T14028,C0262,1028.39,2024-03-02T00:00:00,CP29752,Austria,debit,online payment
14028,T14029,C0556,1970.7,2024-05-12T00:00:00,CP97493,Spain,debit,wire
14029,T14030,C0671,1685.82,2024-11-23T00:00:00,CP69974,Italy,credit,wire
14030,T14031,C0923,393.72,2024-04-26T00:00:00,CP23135,Belgium,debit,internal transfer
14031,T14032,C0668,815.78,2024-09-19T00:00:00,CP19344,Switzerland,credit,internal transfer
14032,T14033,C0009,1613.11,2024-08-11T00:00:00,CP67980,Switzerland,debit,cash
14033,T14034,C0861,108.46,2024-12-12T00:00:00,CP26947,Denmark,credit,cash
14034,T14035,C0756,1726.19,2024-12-17T00:00:00,CP68845,Austria,credit,online payment
14035,T14036,C0614,37.25,2024-04-19T00:00:00,CP52231,"Virgin Islands, British",credit,internal transfer
14036,T14037,C0286,2221.89,2024-07-17T00:00:00,CP45502,Finland,debit,cash
14037,T14038,C0154,2737.74,2024-09-27T00:00:00,CP30807,Italy,debit,cash
14038,T14039,C0228,3824.63,2024-10-18T00:00:00,CP75647,Sweden,debit,cash
14039,T14040,C0287,3304.15,2024-09-14T00:00:00,CP73600,Spain,credit,internal transfer
14040,T14041,C0408,5912.92,2024-12-05T00:00:00,CP20314,Italy,credit,internal transfer
14041,T14042,C0551,2532.13,2024-08-02T00:00:00,CP47038,Norway,debit,online payment
14042,T14043,C0990,2896.48,2024-09-22T00:00:00,CP47022,Italy,debit,internal transfer
14043,T14044,C0078,9354.52,2024-02-11T00:00:00,CP29479,Germany,credit,internal transfer
14044,T14045,C0244,661.78,2024-07-13T00:00:00,CP14578,Finland,credit,internal transfer
14045,T14046,C0359,1843.89,2024-11-25T00:00:00,CP36770,Spain,debit,online payment
14046,T14047,C0776,1385.32,2024-12-27T00:00:00,CP61363,Spain,debit,wire
14047,T14048,C0150,1246.68,2024-04-25T00:00:00,CP53788,France,debit,wire
14048,T14049,C0143,993.05,2024-12-30T00:00:00,CP37491,Denmark,credit,cash
14049,T14050,C0391,186.79,2024-05-05T00:00:00,CP77930,Mozambique,credit,wire
14050,T14051,C0815,4314.12,2024-08-30T00:00:00,CP17573,France,debit,wire
14051,T14052,C0725,772.28,2024-02-22T00:00:00,CP66682,Italy,debit,online payment
14052,T14053,C0166,3633.15,2024-09-16T00:00:00,CP46724,Finland,debit,online payment
14053,T14054,C0510,2639.6,2024-06-03T00:00:00,CP76030,Denmark,debit,wire
14054,T14055,C0505,6642.88,2024-01-27T00:00:00,CP84542,Netherlands,debit,wire
14055,T14056,C0441,588.67,2024-03-01T00:00:00,CP44985,Sweden,credit,wire
14056,T14057,C0385,1703.56,2024-05-23T00:00:00,CP77431,Austria,debit,cash
14057,T14058,C0251,8266.6,2024-09-19T00:00:00,CP92592,Netherlands,credit,online payment
14058,T14059,C0361,1038.14,2024-01-23T00:00:00,CP26040,Spain,credit,wire
14059,T14060,C0446,3281.15,2024-09-14T00:00:00,CP54376,Belgium,credit,internal transfer
14060,T14061,C0568,5001.96,2024-07-30T00:00:00,CP69574,Norway,credit,wire
14061,T14062,C0804,1157.73,2024-11-04T00:00:00,CP53638,"Virgin Islands, British",credit,internal transfer
14062,T14063,C0237,2643.37,2024-06-06T00:00:00,CP91016,Austria,credit,cash
14063,T14064,C0462,2906.73,2024-04-20T00:00:00,CP90367,Democratic People's Republic of Korea,credit,internal transfer
14064,T14065,C0215,84.14,2024-11-24T00:00:00,CP61215,Italy,credit,online payment
14065,T14066,C0955,157.7,2024-11-09T00:00:00,CP84797,Spain,debit,cash
14066,T14067,C0577,467.76,2024-07-12T00:00:00,CP12830,Finland,debit,cash
14067,T14068,C0254,3070.9,2024-12-18T00:00:00,CP62045,Belgium,debit,wire
14068,T14069,C0115,2001.42,2024-08-12T00:00:00,CP94160,Viet Nam,debit,cash
14069,T14070,C0813,10414.32,2024-03-08T00:00:00,CP34808,Sweden,debit,cash
14070,T14071,C0886,998.31,2024-04-12T00:00:00,CP68906,Finland,credit,internal transfer
14071,T14072,C0755,1486.7,2024-12-11T00:00:00,CP38651,Switzerland,credit,wire
14072,T14073,C0463,165.8,2024-02-07T00:00:00,CP82069,Italy,credit,online payment
14073,T14074,C0444,777.05,2024-10-05T00:00:00,CP12797,Sweden,credit,wire
14074,T14075,C0468,670.66,2024-07-25T00:00:00,CP25236,Belgium,credit,online payment
14075,T14076,C0707,317.02,2024-05-08T00:00:00,CP64235,Austria,debit,internal transfer
14076,T14077,C0346,720.44,2024-07-12T00:00:00,CP51617,Netherlands,debit,cash
14077,T14078,C0445,988.04,2024-12-19T00:00:00,CP60524,Denmark,credit,cash
14078,T14079,C0768,2799.6,2024-07-19T00:00:00,CP35562,Finland,debit,wire
14079,T14080,C0999,2448.56,2024-12-07T00:00:00,CP24857,Finland,debit,wire
14080,T14081,C0214,4964.33,2024-03-14T00:00:00,CP96464,Sweden,debit,wire
14081,T14082,C0831,302.89,2024-03-31T00:00:00,CP37630,Sweden,debit,cash
14082,T14083,C0882,119.75,2024-05-25T00:00:00,CP33996,France,debit,cash
14083,T14084,C0100,116.64,2024-09-08T00:00:00,CP87918,Finland,credit,internal transfer
14084,T14085,C0768,7139.63,2024-10-19T00:00:00,CP81956,Spain,debit,online payment
14085,T14086,C0835,411.55,2024-01-16T00:00:00,CP49615,Finland,debit,wire
14086,T14087,C0659,1540.53,2024-10-15T00:00:00,CP38168,Sweden,credit,cash
14087,T14088,C0511,2567.75,2024-02-17T00:00:00,CP32863,Austria,credit,online payment
14088,T14089,C0238,448.5,2024-08-17T00:00:00,CP84563,Finland,credit,wire
14089,T14090,C0832,5367.16,2024-04-21T00:00:00,CP74791,Switzerland,credit,wire
14090,T14091,C0645,1274.1,2024-06-26T00:00:00,CP88257,Austria,credit,online payment
14091,T14092,C0008,168.52,2024-11-03T00:00:00,CP27018,Sweden,credit,online payment
14092,T14093,C0604,3578.32,2024-11-13T00:00:00,CP27011,Sweden,credit,online payment
14093,T14094,C0634,336.29,2024-01-13T00:00:00,CP18903,Germany,credit,cash
14094,T14095,C0240,469.24,2024-01-08T00:00:00,CP47461,Netherlands,debit,internal transfer
14095,T14096,C0329,4297.95,2024-05-16T00:00:00,CP10923,Denmark,credit,wire
14096,T14097,C0678,1607.39,2024-06-13T00:00:00,CP16469,Italy,credit,wire
14097,T14098,C0947,2575.41,2024-08-29T00:00:00,CP48889,Spain,debit,online payment
14098,T14099,C0617,2035.05,2024-02-11T00:00:00,CP39602,Switzerland,credit,cash
14099,T14100,C0619,337.82,2024-03-09T00:00:00,CP35729,Spain,credit,online payment
14100,T14101,C0895,8147.87,2024-10-23T00:00:00,CP65382,France,credit,cash
14101,T14102,C0767,748.35,2024-05-02T00:00:00,CP81569,Sweden,credit,internal transfer
14102,T14103,C0861,319.81,2024-08-09T00:00:00,CP83526,Germany,debit,wire
14103,T14104,C0230,183.25,2024-10-07T00:00:00,CP11820,France,debit,wire
14104,T14105,C0705,38.92,2024-12-16T00:00:00,CP38587,Sweden,credit,cash
14105,T14106,C0963,574.68,2024-04-11T00:00:00,CP40824,Germany,debit,internal transfer
14106,T14107,C0940,1137.3,2024-08-21T00:00:00,CP36047,Haiti,debit,internal transfer
14107,T14108,C0967,2427.96,2024-02-05T00:00:00,CP49213,Bolivia,debit,wire
14108,T14109,C0737,5698.56,2024-05-25T00:00:00,CP75397,Austria,debit,wire
14109,T14110,C0690,1069.04,2024-11-06T00:00:00,CP47820,Sweden,debit,online payment
14110,T14111,C0907,907.64,2024-08-03T00:00:00,CP21433,Lao People's Democratic Republic,debit,cash
14111,T14112,C0928,2215.01,2024-06-12T00:00:00,CP80246,Spain,credit,wire
14112,T14113,C0111,1406.9,2024-11-26T00:00:00,CP19799,Italy,credit,internal transfer
14113,T14114,C0012,1014.98,2024-11-08T00:00:00,CP88954,France,debit,internal transfer
14114,T14115,C0296,2166.24,2024-03-18T00:00:00,CP85825,Denmark,debit,wire
14115,T14116,C0189,358.57,2024-04-30T00:00:00,CP18322,Spain,debit,internal transfer
14116,T14117,C0761,1937.41,2024-09-15T00:00:00,CP85946,Spain,credit,cash
14117,T14118,C0730,4850.18,2024-06-24T00:00:00,CP98677,Denmark,credit,internal transfer
14118,T14119,C0536,9202.35,2024-04-17T00:00:00,CP94443,Sweden,credit,internal transfer
14119,T14120,C0666,318.43,2024-02-02T00:00:00,CP15081,Switzerland,credit,wire
14120,T14121,C0697,1639.89,2024-09-22T00:00:00,CP19836,Norway,credit,cash
14121,T14122,C0941,14.41,2024-03-22T00:00:00,CP40103,Spain,credit,cash
14122,T14123,C0152,2598.97,2024-03-13T00:00:00,CP95708,Belgium,debit,online payment
14123,T14124,C0917,4272.39,2024-12-10T00:00:00,CP75236,Germany,credit,cash
14124,T14125,C0308,11329.9,2024-08-13T00:00:00,CP78004,South Africa,credit,online payment
14125,T14126,C0243,3228.06,2024-02-16T00:00:00,CP91904,Norway,credit,wire
14126,T14127,C0912,2863.7,2024-05-16T00:00:00,CP26203,Norway,debit,internal transfer
14127,T14128,C0007,1422.43,2024-10-01T00:00:00,CP36666,Finland,credit,cash
14128,T14129,C0315,2868.05,2024-05-17T00:00:00,CP42816,Italy,debit,online payment
14129,T14130,C0156,828.88,2024-09-05T00:00:00,CP48219,Norway,debit,cash
14130,T14131,C0142,620.44,2024-06-02T00:00:00,CP22072,Belgium,credit,wire
14131,T14132,C0827,1370.08,2024-06-18T00:00:00,CP81949,Bulgaria,credit,online payment
14132,T14133,C0270,1290.8,2024-09-12T00:00:00,CP15679,Austria,credit,online payment
14133,T14134,C0160,484.51,2024-03-07T00:00:00,CP76439,Switzerland,debit,online payment
14134,T14135,C0687,2044.28,2024-02-11T00:00:00,CP17246,Finland,credit,wire
14135,T14136,C0618,136.03,2024-08-12T00:00:00,CP18980,Switzerland,debit,online payment
14136,T14137,C0612,4021.47,2024-01-06T00:00:00,CP48293,Netherlands,debit,internal transfer
14137,T14138,C0657,548.94,2024-10-30T00:00:00,CP68279,Germany,credit,wire
14138,T14139,C0788,1726.0,2024-03-30T00:00:00,CP41435,Italy,credit,internal transfer
14139,T14140,C0993,742.9,2024-02-16T00:00:00,CP13689,Norway,credit,internal transfer
14140,T14141,C0686,2752.27,2024-03-19T00:00:00,CP49428,Italy,debit,wire
14141,T14142,C0148,856.03,2024-06-13T00:00:00,CP89550,Italy,credit,cash
14142,T14143,C0704,988.73,2024-02-24T00:00:00,CP17338,Germany,debit,internal transfer
14143,T14144,C0939,944.96,2024-03-21T00:00:00,CP65547,Germany,credit,wire
14144,T14145,C0860,1643.56,2024-05-24T00:00:00,CP18681,Italy,debit,internal transfer
14145,T14146,C0969,1588.88,2024-08-27T00:00:00,CP66612,Belgium,credit,online payment
14146,T14147,C0854,2235.35,2024-10-03T00:00:00,CP90082,Denmark,credit,internal transfer
14147,T14148,C0425,182.94,2024-08-28T00:00:00,CP66051,Austria,debit,internal transfer
14148,T14149,C0649,1523.87,2024-12-25T00:00:00,CP34506,Italy,debit,internal transfer
14149,T14150,C0577,6297.96,2024-03-05T00:00:00,CP12600,Sweden,credit,online payment
14150,T14151,C0309,373.0,2024-10-27T00:00:00,CP74541,Spain,debit,internal transfer
14151,T14152,C0376,3150.98,2024-10-06T00:00:00,CP92364,Switzerland,debit,wire
14152,T14153,C0091,119.6,2024-02-17T00:00:00,CP50448,Austria,debit,internal transfer
14153,T14154,C0065,96.21,2024-01-15T00:00:00,CP79089,France,debit,wire
14154,T14155,C0745,5909.12,2024-06-25T00:00:00,CP87634,Lebanon,credit,internal transfer
14155,T14156,C0651,394.45,2024-01-25T00:00:00,CP60712,France,debit,internal transfer
14156,T14157,C0353,203.36,2024-09-02T00:00:00,CP64207,France,credit,internal transfer
14157,T14158,C0571,351.22,2024-06-15T00:00:00,CP25580,Germany,credit,cash
14158,T14159,C0328,4369.02,2024-09-15T00:00:00,CP77345,Finland,credit,cash
14159,T14160,C0027,8431.79,2024-06-07T00:00:00,CP89807,Germany,debit,online payment
14160,T14161,C0932,1077.59,2024-01-13T00:00:00,CP57801,Norway,credit,wire
14161,T14162,C0281,1085.7,2024-01-13T00:00:00,CP58941,Viet Nam,credit,online payment
14162,T14163,C0864,88.07,2024-06-02T00:00:00,CP94307,Denmark,credit,wire
14163,T14164,C0660,1767.95,2024-06-20T00:00:00,CP96268,Austria,credit,online payment
14164,T14165,C0090,1287.67,2024-01-08T00:00:00,CP43981,Belgium,credit,online payment
14165,T14166,C0129,3293.19,2024-05-24T00:00:00,CP72831,Finland,debit,internal transfer
14166,T14167,C0216,3661.38,2024-09-25T00:00:00,CP67673,Netherlands,credit,internal transfer
14167,T14168,C0573,1566.28,2024-08-13T00:00:00,CP53445,Netherlands,debit,internal transfer
14168,T14169,C0951,271.36,2024-04-24T00:00:00,CP31110,Norway,credit,internal transfer
14169,T14170,C0170,4107.84,2024-09-24T00:00:00,CP43334,Netherlands,credit,internal transfer
14170,T14171,C0303,245.83,2024-04-28T00:00:00,CP98962,Belgium,debit,online payment
14171,T14172,C0197,776.04,2024-11-29T00:00:00,CP17143,Italy,debit,wire
14172,T14173,C0883,384.76,2024-02-07T00:00:00,CP17813,Austria,credit,cash
14173,T14174,C0221,1309.08,2024-09-01T00:00:00,CP11975,Italy,credit,cash
14174,T14175,C0029,306.2,2024-04-19T00:00:00,CP51636,France,credit,wire
14175,T14176,C0556,300.24,2024-06-18T00:00:00,CP13077,Belgium,credit,cash
14176,T14177,C0448,382.14,2024-06-07T00:00:00,CP97717,Italy,credit,online payment
14177,T14178,C0085,2706.74,2024-07-08T00:00:00,CP72044,Norway,debit,wire
14178,T14179,C0919,109.53,2024-09-17T00:00:00,CP79573,Italy,credit,wire
14179,T14180,C0207,366.29,2024-07-20T00:00:00,CP14681,Spain,credit,cash
14180,T14181,C0271,201.26,2024-02-21T00:00:00,CP50842,Denmark,debit,cash
14181,T14182,C0231,836.17,2024-05-23T00:00:00,CP38814,Germany,debit,online payment
14182,T14183,C0829,2498.53,2024-10-26T00:00:00,CP24719,Italy,credit,internal transfer
14183,T14184,C0733,2791.62,2024-12-27T00:00:00,CP75929,Switzerland,debit,wire
14184,T14185,C0587,327.94,2024-06-06T00:00:00,CP55346,Austria,debit,internal transfer
14185,T14186,C0681,757.76,2024-05-26T00:00:00,CP95323,Belgium,debit,cash
14186,T14187,C0431,1968.05,2024-04-29T00:00:00,CP35671,Spain,credit,wire
14187,T14188,C0237,116.22,2024-01-09T00:00:00,CP38441,Netherlands,credit,internal transfer
14188,T14189,C0923,4238.33,2024-12-07T00:00:00,CP97171,Finland,credit,online payment
14189,T14190,C0863,5005.36,2024-06-22T00:00:00,CP81765,Italy,debit,online payment
14190,T14191,C0797,169.66,2024-03-01T00:00:00,CP57228,Netherlands,credit,online payment
14191,T14192,C0679,1441.1,2024-06-28T00:00:00,CP40959,Italy,credit,wire
14192,T14193,C0352,6.43,2024-08-08T00:00:00,CP26440,Switzerland,debit,wire
14193,T14194,C0617,329.75,2024-10-01T00:00:00,CP96975,Austria,credit,wire
14194,T14195,C0035,2646.39,2024-11-01T00:00:00,CP88247,Belgium,debit,wire
14195,T14196,C0283,1894.81,2024-10-18T00:00:00,CP95815,Switzerland,debit,wire
14196,T14197,C0873,2906.4,2024-05-02T00:00:00,CP68094,Austria,debit,internal transfer
14197,T14198,C0958,435.89,2024-04-19T00:00:00,CP18809,Belgium,debit,internal transfer
14198,T14199,C0181,3367.61,2024-11-10T00:00:00,CP36828,Belgium,credit,online payment
14199,T14200,C0714,1511.58,2024-06-29T00:00:00,CP54074,Spain,credit,internal transfer
14200,T14201,C0413,2989.87,2024-06-23T00:00:00,CP96203,Sweden,credit,internal transfer
14201,T14202,C0061,3869.54,2024-03-11T00:00:00,CP11278,Netherlands,debit,online payment
14202,T14203,C0654,1515.94,2024-07-10T00:00:00,CP34902,Spain,credit,online payment
14203,T14204,C0558,2453.02,2024-09-10T00:00:00,CP98366,Democratic Republic of the Congo,credit,cash
14204,T14205,C0692,1718.65,2024-12-22T00:00:00,CP30051,Denmark,debit,online payment
14205,T14206,C0461,1803.06,2024-02-03T00:00:00,CP37833,Italy,debit,internal transfer
